date,equity,open_trades,closed_trades,margin_used,capacity_utilization,capacity_utilization_initial,day_mtm_pnl,theta_pnl_est,delta,gamma,vega,theta,equity_adjusted,drawdown
2023-09-11,11770437.27492939,324,1296,1102508.0950319134,0.11708444525890896,0.13781351187898916,4819.584894915912,5342.5615590859215,-3708760.038578377,-83651.10308517858,-4549.016202729708,5342.5615590859215,11772291.279083638,-0.00024670596945236154
2023-09-12,11777802.430753063,321,1299,1085256.384564226,0.11518027142000076,0.13565704807052825,7933.212354199702,4871.256203104895,-3690469.3327584993,-77777.81677295243,-4520.244472423834,4871.256203104895,11779656.434907312,0.0
2023-09-13,11785252.454220893,321,1299,1082797.9996229643,0.1148467124303264,0.13534974995287052,7918.39547634519,4896.103914001935,-3674092.3047235017,-79242.84884652769,-4442.794925364922,4896.103914001935,11787106.458375141,0.0
2023-09-14,11790737.960872851,318,1302,1074799.185872198,0.11394528373021277,0.13434989823402477,5950.702178398539,4869.360916210804,-3648187.8320267205,-81089.53608225817,-4374.951319536829,4869.360916210804,11792591.9650271,0.0
2023-09-15,11792112.205889082,318,1302,1081934.206752974,0.11468833868166625,0.13524177584412175,1845.5925879551232,4781.367632533932,-3704870.979992693,-78641.58850848071,-4299.269742441098,4781.367632533932,11793966.21004333,0.0
2023-09-18,11804195.941455316,303,1317,1017920.76322039,0.10779225966225496,0.12724009540254874,12542.876702166293,4118.624465897649,-3689335.5251148385,-66941.99184257456,-4080.494330216411,4118.624465897649,11806049.945609564,0.0
2023-09-19,11808570.748152072,321,1326,1119126.3397768324,0.11846547347315137,0.13989079247210404,7049.363654087662,5309.200727847996,-3610853.9166613054,-73256.58536969582,-4607.880252790458,5309.200727847996,11810424.75230632,0.0
2023-09-20,11814741.961134061,318,1329,1109078.5237864952,0.11734053602640404,0.1386348154733119,6769.6224033612925,5279.7813578489395,-3590839.4816272072,-72146.91528007388,-4530.2692319833595,5279.7813578489395,11816595.96528831,0.0
2023-09-21,11809519.104375035,318,1329,1105192.236142854,0.11698107966706037,0.13814902951785674,-4765.7019539631465,5523.834810438402,-3585537.1522290916,-70681.85505831524,-4596.520499655211,5523.834810438402,11811373.108529283,-0.00044199334346109345
2023-09-22,11828052.631944474,318,1329,1109640.0926437872,0.11726783427211633,0.13870501158047338,19000.18558373804,4487.766669954889,-3595447.407489013,-65996.63348253808,-4340.688205274606,4487.766669954889,11829906.636098722,0.0
2023-09-25,11837344.514617601,309,1338,1055714.2073773635,0.11148131724916133,0.13196427592217044,9735.41176401636,3990.4971453168264,-3502864.768412497,-53547.73938705124,-4159.241687460231,3990.4971453168264,11839198.51877185,0.0
2023-09-26,11834860.676367087,306,1341,1010875.551291027,0.10676884786967054,0.12635944391137838,-2038.9055978451893,4446.220738488573,-3650592.391684381,-51710.847548884274,-4105.931518751918,4446.220738488573,11836714.680521335,-0.00020979783779922486
2023-09-27,11857268.9420033,306,1341,1003606.9455934543,0.10580081198528225,0.12545086819918178,22890.553595645284,4001.2344681154214,-3634208.10689623,-53737.696710539916,-3953.3297024153285,4001.2344681154214,11859122.946157549,0.0
